sentence,label
ניתן להתייחס גם למונסונים במקומות,אחרים
המונסון יכול להיווצר הן בעונה,היבשה
במהלך עונת הקיץ מעל הגוש,"היבשתי,"
לרוב זרימה זו נושאת בחובה,לחות
המונסון הקיצי מלווה בהתהוות של,שקע
"תופעה הפוכה מתרחשת בעונת החורף,",אז
המונח מונסון התייחס לתופעה זו,"בהודו,"
בהידרולוגיה מתייחסים לכל מצב שבו,אזור
ישראל מושפעת בעונת הקיץ משלוחה,של
"החבל מוקלפ לראנר, ובמקרה של","נפילה,"
טיפוס הובלה היא צורת טיפוס,הנפוצה
"בתחילת המסלול, המטפס מחובר לחבל,",שעובר
את הראנרים מקליפ (מחבר) המוביל,לעגינות
הראנרים מתחברים לעגינות כך שטבעת,אחת
"למעשה, במקרה של נפילה, אורכה",יהיה
"העגינות בטיפוס הרים, בהובלה על",אבני
"העגינות בטיפוס ספורטיבי הן ""בולטים""","(במלעיל),"
הובלה דורשת מהמטפס את היכולת,לעזוב
היתרון בהובלה הוא בכך שאין,צורך
יתרון נוסף הוא שאין תלות,באורך
קיימות מספר שיטות הובלה: בחבל,"יחיד,"
הובלה היא שיטה מתאימה לטיפוס,מצוקים
"כמו כן, בתחרויות טיפוס כמעט",תמיד
כאשר מאבטחים מטפס הובלה בדרך,כלל
"בטיפוס ספורטיבי, עם זאת, ניתן",לאבטח
TCP/IP היא חבילת פרוטוקולי תקשורת,שעליה
TCP/IP הוא פרוטוקול תקשורת או,משפחה
פרוטוקול זה יכול לשמש גם,כפרוטוקול
הרעיון שעומד בבסיס TCP/IP הוא,יצירת
הפרוטוקולים המרכיבים את TCP/IP מאפשרים,לעשות
IP הוא פרוטוקול האינטרנט (אינטרנט,-
האינטרנט הוא המקרה הבולט ביותר,של
קיימים גם פרוטוקולים אחרים של,"""רשתות"
הסיבה העיקרית לכך היא העובדה,שפרוטוקול
פרוטוקול IP מאפשר קישור בין,רשתות
"כך יכול, למשל, אדם היושב",בביתו
TCP/IP היא תוכנית בעל 2,שכבות.
"השכבה העליונה, פרוטוקול בקרת שליחה","(TCP),"
"השכבה התחתונה, פרוטוקול אינטרנט (IP),",מטפלת
כל מחשב gateway ברשת בודק,כתובת
אפילו שחלק מה-packets של אותה,הודעה
TCP/IP עושה שימוש במודל client/server,של
תקשורת TCP/IP ביסודה היא תקשורת,מנקודה
TCP/IP והיישומים שעושים בו שימוש,נחשבים
מעצם היותה stateless היא מאפשרת,לשחרר
(יש לשים לב ששכבת ה-TCP,עצמה
הקישור שלה נשאר פתוח עד,שכל
חבילת פרוטוקולי התקשורת של TCP/IP,מהווה
רשתות קטנות יכולות להתבסס כל,אחת
"מאחר שרשתות גדולות, דוגמת האינטרנט,",מחברות
ארכיטקטורת TCP/IP מאפשרת לשני מחשבים,לתקשר
שני הפרוטוקולים העיקריים בחבילה הינם,פרוטוקול
"בנוסף לפרוטוקולים אלה, החבילה כוללת",פרוטוקולי
אוסף הכללים הקובעים אילו הודעות,יש
הודעות הנשלחות על ידי הפרוטוקולים,בשכבות
"התוכניות לשליחת הודעות מחולקות ל""תתי","תוכניות"""
כל שכבה נותנת שירות לשכבה,שמעליה
לכל שכבה מוגדרים היטב השירות,אותו
שיתוף הפעולה בין פרוטוקול IP,(פרוטוקול
פרוטוקול ה-TCP אחראי לסידור של,המידע
"כמו כן, TCP משתמש בפורטים",על
אף על פי שלכאורה כל,אחד
צימוד זה נובע מכך שה-,Checksum
"הכיוון ההפוך הוא אפשרי, וניתן",להשתמש
בתחילת שנות ה-60 של המאה,ה-20
ב-1969 ארגון ARPA הקים רשת,מיתוג
רשת ניסיונית זו התבססה על,פרוטוקול
בשנת 1974 וינטון סרף ו-רוברט,א.
קאהן הציעו גרסה חדשה של,חבילת
תרומה רצינית ביותר לפתוח הפרוטוקול,ניתנה
מודל TCP/IP (על שם חבילת,הפרוטוקולים
מודל זה נבנה לאחר שהצטבר,ידע
מודל TCP/IP מורכב מארבע שכבות:,שכבה
כל אחת מהשכבות מקיימת את,העקרונות
כל שכבה מספקת שירותים לשכבה,שמעליה;.
כל שכבה משתמשת בשירותים שמספקת,השכבה
כל שכבה מקיימת דיאלוג עם,השכבה
מודל TCP/IP מתבסס במידה רבה,על
חלוקת השכבות במודל תואמת את,חלוקת
ניתן לחשוב על ההבדל בין,חבילת
תפקיד זה זהה לתפקידו של,מודל
במודל TCP/IP מקובצות הבעיות לשכבות,על
"לעומת זאת, חבילת הפרוטוקולים TCP/IP",היא
כל רשת ניתן לנתח הן,לפי
למעשה חבילת פרוטוקולי תקשורת TCP/IP,הינה
כך שניתן למפות שכבות חבילת,TCP/IP
"בשני המודלים, שכבת האפליקציה היא",השכבה
"השכבה הפיזית היא השכבה התחתונה,",בה
שכבה זו היא למעשה התווך,הפיזי.
האפיק הפרסי הנו מערכת לחץ,נמוך
השפעת האפיק הפרסי דומיננטית בישראל,בין
מעל השכבה הממוזגת האוויר חם,ויבש
קיימת שכבת אינוורסיה החוצצת ביניהם,-
כאשר האפיק הפרסי מתעמק לעבר,הים
גם ההתפתחות האנכית של העננים,משמעותית
במקרים מסוימים האינוורסיה נחלשת או,נשברת
"במצב ההפוך, המלווה לרוב גם",בהתרכסות
ביוטכנולוגיה (מאנגלית: Biotechnology) היא תחום,חדש
ההגדרה הרשמית והתמציתית של הביוטכנולוגיה,היא
המערכות הביולוגיות שבהן משתמש הביוטכנולוג,הן
הביוטכנולוגיה קיבלה בשנים האחרונות דחיפה,עצומה
חברות רבות העוסקות בביוטכנולוגיה זוכות,להצלחה
תחום זה מעסיק בעשור האחרון,מומחים
שטחי הפעילות העיקריים של הביוטכנולוגיה,הם:.
ביוקטליזה: השימוש באנזימים ובמערכות אנזימטיות,לשם
"תהליכי תסיסה (פרמנטציה): ייצור תרופות,",תוספי
הנדסה גנטית: לפיתוח מוצרים חדשים,ולשיפור
ייצור נוגדנים (אימונודיאגנוסטיקה) ושימושיהם למטרות,רפואיות
תרביות תאים מבעלי-חיים ומצמחים ושימושיהן,ליצירת
ביוטכנולוגיה סביבתית: לפיתוח תהליכי ניצול,וניטרול
במגמה לצמצם ולפתור בעיות הקשורות,בזיהום
ניצול תהליכים ביולוגיים לתועלת האדם,בתקופה
"כבר בתקופת התנ""ך ניצל האדם",תהליכים
הידע על הכנת המוצרים עבר,במסורת
כיום ידוע שמיקרואורגניזמים כגון חיידקים,ושמרים
המטרה הקדומה הייתה שימור המזון,לזמן
המזון לא היה אז זמין,בכל
לסביבה החומצית אחראיים התוצרים הסופיים,של
תוכניות לימודים אקדמיות בביוטכנולוגיה הינן,ברובן
במספר מכללות בישראל ניתן כיום,ללמוד
לימודים אלה משולבים לעתים קרובות,בלימודי
לאחר סיום הלימודים יכולים תלמידי,"המכללות,"
התואר הראשון מאפשר גם יציאה,לשוק
תחום חדש יחסית הינו לימודי,הנדסת
בלימודים אלו המתקיימים באוניברסיטאות ובמכללות,מסוימות
ברבים מבתי ספר תיכוניים ברחבי,הארץ
המגמה מורכבת מ-5 יחידות לימוד,במקצוע
בשנים האחרונות נכנס התחום אף,ללימוד
תמונת מסך של מעבד התמלילים,Abiword
באמצעות התוכנה המחשב מספק את,שירותיו
ניתן לסווג תוכנה על פי,מספר
תוכנה קנויה לעומת תוכנה המפותחת,בתוך
תוכנת תשתית מנהלת את התכניות,והנתונים
מערכת ההפעלה - תוכנת האם,התשתיתית
"באופן כללי, מערכת ההפעלה כוללת",את
דוגמאות למערכות הפעלה נפוצות הן:,"חלונות,"
כלי מערכת - תוכנות המרחיבות,את
כלי תכנות - תוכנה ליצירת,תוכנה:מהדרים-
תוכנות ליצירת הוראות ליצירת קוד,-
תוכנת יישום - תוכנה שמספקת,פונקציונליות
מערכת מידע - תוכנה לניהול,המידע
דוגמאות בולטות בתחום זה מערכות,ERP
יישומים - תוכנה המשמשת לביצוע,משימה
"תוכנה המשובצת במכשירים אלקטרוניים, כמו",התוכנה
תוכנה קנויה לעומת תוכנה המפותחת,בתוך
ניתן לרכוש מוצר תוכנה מוכן,או
מקובל לרכוש מוצר תוכנה במצבים,בהם
בדרך כלל רוכשים תכונות תשתית,וחלק
קיימים גם מצבי ביניים בהם,רוכשים
נכון לשנת 2011 מיועדות רוב,התוכנות
היפוך טמפרטורות או אינוורסיה (באנגלית:,Inversion)
המונח מתייחס לשכבות הנמוכות של,האוויר
בשכבות האטמוספירה הנמוכות עד לגובה,של
"מצב זה, נובע מן העובדה",שעיקר
לדידנו כבני האדם החיים בשכבות,הנמוכות
"יש לציין, כי בשכבות האטמוספירה","הגבוהות,"
"בשכבות האטמוספירה הגבוהות, קרני השמש",אכן
אינוורסיה (בעברית: היפוך) מוגדרת כמצב,אטמוספירי
כאמור זהו מצב נורמלי בטרופופאוזה,ובסטרטוספירה
"שמה של התופעה, ניתן לה",מהיותה
"האינוורסיה מהווה מצב יציב, כיוון",שגם
לכן מועד בסיס האינוורסיה להצטברות,זיהום
באופן אינטואיטיבי ניתן להסתכל על,שכבת
"מעל לתקרה זו, כמעט ולא",מתפתחים
חלק גדול ביותר מן השינויים,האטמוספירים
"בתהליך זה, הקרקע סופגת חום",מן
הטבע של האוויר החם הוא,לעלות
באופן רגיל ככל שעולים בגובה,כך
תהליך זה של הסעת חום,מן
"במידה ומתקיימת אינוורסיה בגובה מסוים,",נאמר
בשלב בו גוף האוויר החם,שעולה
"בשל עובדה זו, לאינוורסיה חשיבות",אדירה
האוויר על-פני הקרקע בדרך-כלל מזוהם,על
"באופן רגיל, מתקיים תהליך הסעה",המסייע
בכך מתרחק האוויר המזוהם מפני,"הקרקע,"
"כאשר שכבת האינוורסיה היא נמוכה,",גוף
"וכך כאשר שכבת האינוורסיה נמוכה,",נכלא
בהיבט זה יש לציין כי,רום
נניח כי ביום מסוים בסיס,שכבת
"לכאורה, ישנו מקום רב על-מנת",שהזיהום
אך מצב זה נכון עבור,ערים
ביישובים אלו לאוויר המזוהם יהיו,כ-1000
"עם זאת, עבור ערים או",יישובים
לדוגמה העיר ירושלים שוכנת ברום,ממוצע
"בהנחה כי בסיס שכבת האינוורסיה,",נמצא
"ביום מעין זה, צפוי להימדד",בירושלים
"באותו אופן, אם שכבת האינוורסיה",היא
"עבור אנשים הגרים במישור החוף,",יום
בערים וישובים בעלי גיוון טופוגרפי,-
בחיפה שכונות שונות בגובה פני,"הים,"
בהינתן שכבת אינוורסיה עם בסיס,בגובה
לעומת זאת עבור תושבי השכונות,"הגבוהות,"
"כלוב האוויר הנוצר, יהא בלתי","נסבל,"
"באותו אופן, שכבת אינוורסיה ברום",של
אינוורסיות של הטרופוספרה נגרמות מכמה,"סיבות,"
אינוורסיית קרקע (באנגלית: Surface temperature,inversion)
אינוורסיית קרקע היא סוג של,אינוורסיה
מכיוון שהאוויר הוא מוליך חום,גרוע
לתנאים הטופוגרפיים יש השפעה על,האינוורסיה
לרוב נשברת האינוורסיה הקרקעית עם,התחממות
השפעת מערכת לחץ גבוה המדכאת,התכנסות
היעדר לחות - לחות גבוהה,עשויה
"מסיבה דומה לסעיף הקודם, היעדר",עננות.
לילות ארוכים (זאת אחת הסיבות,שאינוורסיות
בשל גובהן הנמוך אינוורסיות הקרקע,נוטות
קטגוריה:מטאורולוגיה אוויר קטגוריה:שמירת הסביבה קטגוריה:סביבה,*.
מערכת השמש היא מערכת כוכבי,"לכת,"
הגופים הגדולים העיקריים שסובבים את,השמש
"לחלק מהגופים שסובבים את השמש,",ובמיוחד
מערכת השמש נוצרה לפני כ-4.5,מיליארד
גלקסיית שביל החלב מכילה בין,200
הקבוצה המקומית היא רק אחת,מצבירים
מעריכים שביקום כולו יש מאות,מיליארדי
המרכיב הדומיננטי של מערכת השמש,היא
במרחק הקצר ביותר לשמש נמצאים,ארבעת
אחריהם נמצאת חגורת האסטרואידים המורכבת,ממאות
"אחריהם ממוקמים ארבעת ""כוכבי הלכת","החיצוניים"","
"ב""מערכת השמש החיצונית"", מעבר לנפטון,",נמצאים
ניתן לחלק את מערכת השמש,החיצונית
עד כה התגלו באזור זה,למעלה
מסלולם של כוכבי הלכת במערכת,השמש
"לעומת זאת, מסלולם של שביטים",וגופים
"כל כוכבי הלכת, כוכבי הלכת",הננסיים
"בהתאם לחוק הראשון של קפלר,",מסלולם
המרחק הקטן ביותר בין כוכב,לכת
לכוכבי הלכת מסלולים בעלי אקסצנטריות,"נמוכה,"
"לעומת זאת, שביטים וחלק מהגופים",הטרנס-נפטוניים
החוק השני של קפלר והחוק,השלישי
"לדוגמה, כוכב חמה, הקרוב ביותר","לשמש,"
חוקי קפלר נובעים מכוח הכבידה,הפועל
"על כן, תנועתם המדויקת של",גופים
בפועל מתקיימת תהודה מסלולית בין,גופים
"זו יכולה להיות תהודת מסלול-מסלול,",כמו
התהודה יכולה להתבטא גם כתהודת,"סיבוב-מסלול,"
אסטרונומים מודדים מרחקים במערכת השמש,ביחידות
יחידה אסטרונומית אחת שווה למרחק,הממוצע
"כך למשל, פלוטו נמצא במרחק",של
"השמש, כוכבי הלכת וכוכבי הלכת",הננסיים.
"הגדלים הם בקנה מידה, אך",המרחקים
עד שנת 2006 היה מקובל,לסווג
באוגוסט של אותה שנה החליט,האיגוד
שאר הגופים במערכת השמש קרויים,גופים
"לכל כוכבי הלכת במערכת השמש,",מלבד
כיום (ספטמבר 2008) 335 גופים,מסווגים
גוף מוגדר ככוכב לכת אם,הוא
"בהתאם להגדרה החדשה, שמונת הגופים",הגדולים
"ארבעת כוכבי הלכת צדק, שבתאי,",אורנוס
הם שונים משאר כוכבי הלכת,בגודלם
מסתם מהווה 0.133% מכלל מסת,מערכת
קטגוריית כוכבי הלכת הננסיים הוגדרה,בשנת
כוכב לכת ננסי צריך לעמוד,בשני
"בנוסף, אסור לכוכב לכת ננסי",להיות
המניע הבלתי רשמי להוצאת פלוטו,מרשימת
"כך למשל, בשנת 2003 התגלה",העצם
אסטרונומים רבים טענו כי יש,להגדיל
הדבר עורר ויכוח על הגדרתו,המדויקת
"עם כניסת ההחלטה לתוקף, שני",הגופים
בשנת 2008 גם הגופים הטרנס-נפטוניים,מאקה-מאקה
גופים נוספים עשויים להתווסף לרשימה,בעתיד
"לפי החלטת האיגוד האסטרונומי הבינלאומי,",גופים
כל אותם הגופים הקטנים הנותרים,מסווגים
כוכב לכת מינוריים - גופים,שאינם
אסטרואידים - גופים קטנים במערכת,השמש
בין האסטרואידים יש גם כאלו,שחגים
קנטאורים - גופים קטנים במערכת,השמש
גופים טרנס-נפטוניים בחגורת קויפר ובדיסק,המפוזר
מטאורואידים - גופים הקטנים מאסטרואידים,וגדולים
שביטים - גופים קטנים שלפחות,בחלק
המסלול שלהם אליפטי בעל אקסצנטריות,"גבוהה,"
מבין הגופים הקטנים במערכת השמש,ניתן
איור של מערכת השמש בראשית,היווצרותה
משערים שההצעה מבוססת על רעיון,ראשוני
השערת הערפילית גורסת כי מערכת,השמש
קוטרה של ערפילית זו היה,אלפי
הערפילית הייתה מורכבת בעיקר ממימן,ומהליום
"בשלב מסוים, הפרעה כלשהי, כנראה",גל
כאשר הכבידה שפעלה על החומר,כלפי
הערפילית התחממה בתהליך הקריסה כתוצאה,מהגידול
היות שהקריסה הכבידתית יעילה יותר,בכיוון
"במרכז הערפילית, היכן שמרבית החומר","התרכז,"
מענן זה של אבק וגזים,נוצרו
מקורם של כוכבי הלכת בגופים,קטנים
גופים אלו תפחו כתוצאה מהתאחדות,וספיחת
"מערכת השמש הפנימית הייתה חמה,",ולכן
כוכבי הלכת שנוצרו שם היו,קטנים
גופים סלעיים אלה הפכו בסופו,של
"רחוק יותר מהשמש, נוצרה חגורת",האסטרואידים
החומר בחגורה זו לא הצליח,להתמזג
"עוד יותר רחוק מהשמש, מעבר",לקו
"מנגד, כוכבי הלכת הארציים שהיו",קרובים
כ-100 מיליון שנה לאחר שהחל,"התהליך,"
"מאז, ההיתוך הגרעיני שמתרחש בליבת",השמש
פעולת ההיתוך יצרה חום רב,והפסיקה
"למעשה, ההיתוך הגרעיני בליבת השמש",השפיע
בשלב זה נוצר הדף מתמשך,שהיה
"סילוק שאריות החומר, שלא היו",קשורות
סימולציית מחשב של השדה המגנטי,של
סמל השמש) היא כוכב האם,של
רוב רובה של המסה במערכת,השמש
השמש מסווגת בתור כוכב הסדרה,הראשית
השמש נמצאת בערך במחצית חייה,והיא
בעוד כ-5 מיליארד שנה השמש,צפויה
גודלה יהיה כה גדול עד,שהיא
לאחר שהיא תכלה את מקורות,האנרגיה
כעבור עשרות מיליארדי שנה נוספים,הננס
כתוצאה מפעילות היתוך גרעיני פולטת,השמש
הדבר יוצר מעין אטמוספירה הנקראת,הליוספירה
סביבה זו נקראת בשם התווך,הבין-כוכבי.
הסיבוביות של השמש משפיעה במקביל,עם
שני הכוחות המנוגדים של הרוח,הסולרית
"השמש עשירה בחומר, הדבר המרמז",על
"הואיל וכך, היא מכילה חומרים",כבדים
מאחר שההליום והמימן נוצרו בתהליך,פיצוצם
זו הסיבה מדוע כוכבים עתיקים,מכילים
"בזמן היווצרות מערכת השמש, קיומם",של
מערכת השמש הפנימית מכילה ארבע,כוכבי
"הם מאופיינים בדחיסותם, הרכבם הסלעי,",ובניגוד
כוכבי הלכת הארציים מתאפיינים בהיעדר,מערכת
כוכבי הלכת הארציים מורכבים בעיקר,ממינרלים
ארבעת כוכבי הלכת בעלי מכתשים,שנוצרו
מכנה משותף נוסף הוא האטמוספירה,שלהם
"סמל כוכב חמה), כוכב הלכת",הקרוב
"שמו בלועזית הוא מרקורי, על",שמו
לכוכב חמה יש ליבת ברזל,והוא
ליבת המתכת תופסת 42% מנפח,כוכב
את הליבה מקיפה מעטפת של,600
כוח המשיכה על פניו קטן,פי
לכוכב חמה יש אטמוספירה דקה,מאוד
יממתו השמשית הנה 176 ימי,"ארץ,"
סמל נוגה) הוא כוכב הלכת,השני
נוגה הוא כוכב הלכת הקרוב,ביותר
קוטרו של כוכב הלכת נוגה,הוא
"בדומה לכוכב חמה, גם לנוגה",אין
"שמו בלועזית הוא ונוס, על",שמה
לנוגה ליבה של מתכת המכילה,ניקל
הרדיוס של ליבה זו הוא,"כ-3,000"
ליבה זו מוקפת במעטפת סלעית,ובקרום
קרוב ל-90% מפני השטח של,נוגה
רוב מראות הנוף בנוגה הם,תוצאה
"פני השטח בנוגה מלאים במכתשים,","בקעות,"
"האטמוספירה של נוגה צפופה מאוד,",היא
הלחץ בפני השטח הוא פי,90
הכמות העצומה של CO2 באטמוספירה,גורמת
כך פני השטח של נוגה,לוהטים
סמל כדור הארץ) הוא כוכב,הלכת
כדור-הארץ הוא הכוכב הגדול ביותר,מבין
אטמוספירת כדור הארץ צפופה באופן,יחסי
ההידרוספירה הנוזלית שלו ייחודית מבין,כוכבי
האטמוספירה של כוכב הלכת גם,כן
"בגובה של כ-20 ק""מ שוכנת",לה
לכדור הארץ אין מערכת טבעות,פלנטריות
לעתים מקטלגים את הירח ככוכב,לכת
סמל מאדים) הוא כוכב הלכת,הרביעי
"מבין ארבעת הכוכבים הארציים, מאדים",הוא
אטמוספירת מאדים דקה מאוד ומורכבת,מ-95%
במאדים אין משקעים כבכדור-הארץ ולכן,סופות
"פני שטחו מורכבים בעיקר מבזלת,",הנוצרת
שמו של הכוכב בלועזית הוא,"מרס,"
צבעו הקנה לו גם את,הכינוי
"למאדים שני ירחים קטנים, פובוס","ודימוס,"
מיקום חגורת האסטרואידים אסטרואידים מוגדרים,"כ""גופים"
אסטרואידים בעלי קוטר הקטן מ-50,מטר
חגורת האסטרואידים נמצאת במסלול בין,מאדים
האמונה הרווחת היא כי החגורה,מורכבת
"מנגד, יש תאוריה נוספת שאומרת",כי
גודלן של שאריות אלו משתנה,ונע
מספרם המדויק של האסטוראידים בחגורה,אינו
בגלל הגודל העצום של החגורה,המרחק
"יתרה מזאת, מספרם הרב לא",מעיד
למרות שהאסטרואידים מוגדרים כגופים קטנים,במערכת
כיום קרס הוא כוכב הלכת,הננסי
יש לציין כי בניגוד לגופים,קרובי
סמל קרס ) הוא האסטרואיד,הגדול
הגודל העצום של האסטרואיד מהווה,40%
"קוטרו עומד על 975 ק""מ,",בהשוואה
האסטרואיד נתגלה ב-1 בינואר 1801,על
"תחילה חשבו שהוא ""כוכב הלכת","החסר"""
"ייחודו של קרס הוא, שמאז",שנת
בגלל יחודו של הגוף ומבנהו,הכדורי
מערכת השמש התיכונה מכילה את,ארבעת
אותם כוכבי הלכת מסווגים כענקי,גזים.
ענקי הגזים כל כך גדולים,עד
המסה של צדק גדולה פי,318
אורנוס ונפטון קטנים יותר: המסה,של
האטמוספירות שלהם מכילות כמות קטנה,של
"על כן, יש המכנים אותם",ענקי
סביב ארבעת כוכבי הלכת הללו,יש
כמו כן ארבעתם מאופיינים בכמות,גדולה
סמל צדק) הוא כוכב הלכת,החמישי
צדק נמצא במרחק ממוצע של,5.2
"קוטרו של צדק הוא 142,990","ק""מ"
הגודל והמסה שלו זיכוי אותו,בכינוי
"שמו בלועזית הוא יופיטר, על",שמו
מקבילו במיתולוגיה היוונית הוא האל,זאוס.
לצדק מספר טבעות פלנטריות המחוברות,על
"לצדק יש עשרות ירחים, עד",עתה
ארבעת הירחים העיקריים והגדולים ביותר,שלו
יש לציין כי קוטרו של,גנימד
סמל שבתאי) הוא כוכב הלכת,השישי
שבתאי נמצא במרחק ממוצע של,9.5
"קוטרו של שבתאי 120,500 ק""מ",לעומת
"שמו בלועזית הוא סטורן, על",שמו
"שבתאי בעל ליבה מברזל וסלע,",מסביבה
שבתאי מפורסם בזכות מערכת הטבעות,הפלנטריות
"הטבעות, בעובי ק""מ, מורכבות מגושי",קרח
"לשבתאי כמה עשרות ירחים, מתוכם",זוהו
הירח הגדול ביותר טיטאן והירח,השישי
"כמו כן, לטיטאן אטמוספירה סמיכה",המכילה
"בדומה לגנימד, הירח של צדק,",גם
סמל אורנוס) הוא כוכב הלכת,השביעי
אורנוס נמצא במרחק ממוצע של,19.6
מסתו גדולה פי 14 מהמסה,של
שמו של כוכב הלכת קרוי,על
שמו בעברית אורון על שם,האור
אורנוס הוא ענק גזים המורכב,גם
יש לו ליבה מותכת של,ברזל
מעבר לשכבות המוצקות משתרעת האטמוספירה,העבה
צבעו הכחלחל נובע מהספיגה של,הצבע
"בדומה לנוגה, הוא סובב סביב",צירו
והוא נטוי על צירו בזווית,של
"לאורנוס, כמו לשאר כוכבי הלכת",במערכת
את כוכב הלכת סובבים גם,מספר
סמל נפטון) הוא כוכב הלכת,השמיני
נפטון נמצא במרחק ממוצע של,30
מסתו גדולה פי 17 מהמסה,של
נפטון קרוי על שמו של,נפטון
שמו בעברית רהב על שם,שר
במרכזו של נפטון ישנה ליבה,של
"בדומה לאורנוס, גם נפטון מקבל",גוון
וגם בעולם הקפוא הזה הטמפרטורה,הממוצעת
על נפטון יש את הרוחות,החזקות
לטבעות הפלנטריות של נפטון מבנה,"מיוחד,"
"לנפטון יש 13 ירחים ידועים,",הגדול
למרות שישנם מספר ירחים קפואים,במערכת
מערכת השמש החיצונית היא המרחב,החיצוני
באזור זה שוכנים גופים המכונים,גופים
ניתן לחלק את מערכת השמש,החיצונית
"באזורים אלה התגלו אלפי עצמים,",ובהם
חגורת קויפר הוא אזור מעבר,"לנפטון,"
הגופים המאכלסים חגורה זו עשויים,מסלעים
רובם מסווג כגופים קטנים במערכת,"השמש,"
"שביטים בעלי זמן מחזור קצר,",קטן
עד שנת 2006 התגלו בחגורת,קויפר
ניתן לחלק אותם לשתי קבוצות,בהתאם
פלוטו ושאר העצמים הקרויים פלוטינו,הם
רוב העצמים שהתגלו בחגורת קויפר,אינם
מסלולם נמצא בין המסלול של,גופי
סמל פלוטו) אשר נמצא במרחק,ממוצע
יחד עם הירח הגדול שלו,כארון
"בנוסף לפלוטו ולכארון, התגלו עוד",ארבעה
מקור שמם של פלוטו וכארון,בדמויות
"משערים שפלוטו מורכב מסלעים, קרח,",מתאן
טמפרטורת פני השטח נעה בין,40
האומיה הוא כוכב לכת ננסי,הנמצא
מקור שמו של העצם בשמה,של
שני צוותים טענו כי היו,הראשונים
גילוי האומיה הוכרז באופן רשמי,ב-27
"במקביל, צוות אמריקאי בראשותו של",מייקל
האיגוד האסטרונומי הבינלאומי לא נתן,באופן
בצורה זו האיגוד לא נקט,עמדה
מאקה-מאקה הוא כוכב לכת ננסי,הנמצא
מקור שמו של העצם בשמו,של
"למרות שהוא התגלה במרץ 2003,",הוא
"למרות בהירותו הנראית, 16.7 לעומת",15
תצפיות אינפרה אדומות מרמזות על,נוכחות
"למאקה-מאקה אין ירחים ידועים, למרות",שלעשרה
היות שנוכחות ירח מאפשר למדוד,ביתר
הדיסק המפוזר הוא שם כולל,לאזור
מסלולי הגופים בדיסק לא בהכרח,"יציבים,"
בניגוד לעצמים בחגורת קויפר או,עצמים
אריס הוא כוכב לכת ננסי,הנמצא
"הוא מורכב בעיקר מסלעים ומקרח,",והוא
סביב אריס סובב ירח בשם,דיסנומיה.
הגילוי של אריס ומדידת קוטרו,היו
מקור שמו של העצם בשמה,של
השם משקף את המהומה בקהילה,האסטרונומית
ירחו של אריס מכונה דיסנומיה,על
הנקודה בה מסתיימת מערכת השמש,ומתחיל
"יתרה מזאת, קיימות השפעות מחזוריות",של
בעוד הרוח הסולרית של השמש,מגיעה
"עננת אורט, שיש המעריכים כי",מורכבת
קיומה הוצע לראשונה בשנת 1950,על
כיום גופים שמקורם באזור זה,מסווגים
סדנה הוא העצם הרחוק ביותר,שהתגלה
"מסלולו אליפטי ביותר, עם אפהליון",שמוערך
"הקפתו את השמש אורכת 11,487",שנה.
"מייקל בראון, החוקר אשר גילה",את
"יתרה מזאת, האפהליון הגדול מרמז",כי
למרות שגודלו וצורתו לא ידועים,בצורה
מעריכים שבסופו של דבר יוגדר,העצם
"סדנה כה רחוק מהשמש, עד",שהטמפרטורות
"מערכת שמש הליוצנטרית השמש, הירח,",כוכב
האסטרונומים של יוון העתיקה היו,הראשונים
לפי התאוריות המקובלות אז מקומו,של
יוצא דופן היה אריסטרכוס מסמוס,שהציע
האמונה הרווחת עד תחילתה של,המהפכה
תאוריה זאת התיישבה עם הנתונים,האמפיריים
מחקר אסטרונומי שהחל עם עבודתם,של
גלילאו גליליי היה הראשון שהשתמש,בטלסקופ
הוא הבחין במכתשים על פני,"הירח,"
ג'ובאני קאסיני וכריסטיאן הויגנס המשיכו,את
"בשנת 1682, פרסם אדמונד היילי",מחקר
הדבר תמך בטענה כי שביטים,הם
חקר כוכבי הלכת קיבל תפנית,בשנת
גרם שמים זה קיבל את,השם
"בשנת 1801, ג'וזפה פיאצי גילה",את
"אולם, גילויים של אלפי גופים",קטנים
"בשנת 1846, אי התאמות במסלולו",של
חישוביו של אורבן לה ורייה,הובילו
אי התאמות נוספות במסלולים של,כוכבי
לוול עצמו לא מצא את,כוכב
בשנת 1930 גילה קלייד טומבו,את
"ברם, פלוטו היה קטן מכדי",להשפיע
לימים התברר כי אי ההתאמות,במסלולים
בעשור הראשון של המאה ה-21,התגלו
מיקומן של חלליות בלתי מאוישות,בשנת
"חלליות אלו, מצוידות במכשירי מדידה","מגוונים,"
"הגוף הנחקר ביותר במערכת השמש,",מלבד
החללית הראשונה שצילמה מקרוב וחקרה,כוכבי
"אחריה, פיוניר 11 הייתה הראשונה",שחלפה
החלליות של תוכנית וויאג'ר ביצעו,סיור
"בעת המעבר ליד שבתאי, וויאג'ר",2
שתי חלליות פיוניר ושתי חלליות,וויאג'ר
בשנת 2006 החללית המרוחקת ביותר,מכדור
הגשושית הראשונה שנחתה על פני,גוף
"מאז, גופים מרוחקים יותר ויותר",היו
"בין הנחיתות פורצות הדרך, ניתן",לציין
חלליות מחקר לא מאוישות הגיעו,כבר
החללית ניו הוריזונס אשר שוגרה,בשנת
